ProjectID,AgreementNumber,Stage,InitialEnrollmentStatus,ProjectType,LeadSource,LeadSourceOther,CboName,ReasonForOptOut,ReasonForIneligibility,BuildingType,SelectApplicableOtherResidentialAccomodationTypes,CaliforniaRegion,StreetNumber,StreetName,UnitNameOrNumber,City,ZipCode,CountyNorthern,CountyCentral,CountySouthern,CensusTract,AssemblyDistrict,SenateDistrict,CaliforniaClimateZone,DisadvantagedCommunity,Within12MileOfADisadvantagedCommunity,LowIncomeCommunity,OwnerOccupied,FirstNameOwner,LastNameOwner,CompanyOwner,PhoneOwner,EmailOwner,ProjectStatusDate,NumberOfOccupantsInHousehold,FirstNameOccupant,LastNameOccupant,PhoneOccupant,EmailOccupant,CurrentMonthlyRent,ElectricBillPaidBy,GasBillPaidBy,IncomeVerificationMethodology,IncomeVerificationMethodologyOther,HouseholdIncomeCategory,CategoricalEligibility,CategoricalEligibilityOther,ElectricUtilityNorthern,GasUtilityNorthern,ElectricUtilityCentral,GasUtilityCentral,ElectricUtilitySouthern,GasUtilitySouthern
N-AA-258253,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,91st street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 54,Test Owner Last,Test Company,1112223386,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258254,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,92nd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 55,Test Owner Last,Test Company,1112223387,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258255,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,93rd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 56,Test Owner Last,Test Company,1112223388,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258256,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,94th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 57,Test Owner Last,Test Company,1112223389,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258257,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,95th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 58,Test Owner Last,Test Company,1112223390,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258258,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,96th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 59,Test Owner Last,Test Company,1112223391,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258259,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,97th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 60,Test Owner Last,Test Company,1112223392,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258260,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,98th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 61,Test Owner Last,Test Company,1112223393,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258261,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,99th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 62,Test Owner Last,Test Company,1112223394,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258262,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,100th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 63,Test Owner Last,Test Company,1112223395,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258263,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,101st street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 64,Test Owner Last,Test Company,1112223396,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258264,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,102nd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 65,Test Owner Last,Test Company,1112223397,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258265,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,103rd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 66,Test Owner Last,Test Company,1112223398,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258266,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,104th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 67,Test Owner Last,Test Company,1112223399,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258267,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,105th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 68,Test Owner Last,Test Company,1112223400,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258268,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,106th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 69,Test Owner Last,Test Company,1112223401,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258269,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,107th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 70,Test Owner Last,Test Company,1112223402,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258270,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,108th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 71,Test Owner Last,Test Company,1112223403,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258271,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,109th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 72,Test Owner Last,Test Company,1112223404,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258272,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,110th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 73,Test Owner Last,Test Company,1112223405,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258273,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,111th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 74,Test Owner Last,Test Company,1112223406,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258274,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,112th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 75,Test Owner Last,Test Company,1112223407,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258275,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,113th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 76,Test Owner Last,Test Company,1112223408,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258276,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,114th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 77,Test Owner Last,Test Company,1112223409,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258277,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,115th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 78,Test Owner Last,Test Company,1112223410,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258278,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,116th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 79,Test Owner Last,Test Company,1112223411,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258279,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,117th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 80,Test Owner Last,Test Company,1112223412,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258280,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,118th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 81,Test Owner Last,Test Company,1112223413,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258281,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,119th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 82,Test Owner Last,Test Company,1112223414,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258282,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,120th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 83,Test Owner Last,Test Company,1112223415,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258283,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,121st street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 84,Test Owner Last,Test Company,1112223416,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258284,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,122nd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 85,Test Owner Last,Test Company,1112223417,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258285,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,123rd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 86,Test Owner Last,Test Company,1112223418,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258286,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,124th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 87,Test Owner Last,Test Company,1112223419,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258287,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,125th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 88,Test Owner Last,Test Company,1112223420,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258288,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,126th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 89,Test Owner Last,Test Company,1112223421,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258289,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,127th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 90,Test Owner Last,Test Company,1112223422,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258290,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,128th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 91,Test Owner Last,Test Company,1112223423,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258291,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,129th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 92,Test Owner Last,Test Company,1112223424,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258292,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,130th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 93,Test Owner Last,Test Company,1112223425,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258293,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,131st street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 94,Test Owner Last,Test Company,1112223426,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258294,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,132nd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 95,Test Owner Last,Test Company,1112223427,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258295,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,133rd street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 96,Test Owner Last,Test Company,1112223428,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
N-AA-258296,EBD-25-000,Initial Enrollment,Complete,Single Family,CBO Direct Outreach,,Test CBO Name,,,Duplex (2 Units),Farmworker housing;Condominium,Northern,134th street,San Diago,5,Santa,56985,Sacramento,,,500000,40,20,12,No,No,Yes,TRUE, Test Owner 97,Test Owner Last,Test Company,1112223429,test@gmail.com,3/15/2025,10,,,,,,Owner,Owner,Pay stub,,Very low-income (31% to 50% AMI),,,Roseville Electric Utility,City of Palo Alto Utilities,,,,
